,section_id,donor_id,time,source,target,source_cell_id,target_cell_id,sender_type,receiver_type,relation,distance,ligand_signal,receptor_signal,true_gate_probability,edge_active,source_stress,source_damage,source_inflammation,split,learned_gate_probability,gate_error
401,D00_S0,D00,24.0,D00_S0_C005_T024,D00_S0_C008_T024,D00_S0_C005,D00_S0_C008,tumor,tumor,other,135.6002558952632,1.1871076484154546,0.7442321005846702,0.2895734193805121,0,1.1288086725477395,1.916574983075887,1.219274259552842,train,0.289573106222116,3.1315839610357443e-07
488,D00_S0,D00,24.0,D00_S0_C012_T024,D00_S0_C025_T024,D00_S0_C012,D00_S0_C025,tumor,t_cell,other,143.2098590976843,1.3428890541838445,0.6752873028140852,0.28761625824963305,0,1.3837486238704548,2.0808086937685593,1.248859155778158,train,0.28761570461552827,5.536341047829296e-07
367,D00_S0,D00,24.0,D00_S0_C031_T024,D00_S0_C001_T024,D00_S0_C031,D00_S0_C001,tumor,macrophage,tumor_to_macrophage,206.38871173275965,1.3291926304928312,0.7604458483935391,0.28575506951084323,0,1.3312473790364145,2.120525239705778,1.3809538264030377,train,0.28575498252476206,8.698608117141404e-08
377,D00_S0,D00,24.0,D00_S0_C031_T024,D00_S0_C003_T024,D00_S0_C031,D00_S0_C003,tumor,macrophage,tumor_to_macrophage,211.20007732723164,1.3291926304928312,0.8676126572018342,0.2844853381257823,0,1.3312473790364145,2.120525239705778,1.3809538264030377,train,0.28448552299560803,1.8486982572563093e-07
427,D00_S0,D00,24.0,D00_S0_C002_T024,D00_S0_C013_T024,D00_S0_C002,D00_S0_C013,macrophage,t_cell,macrophage_to_t_cell,215.98359655865664,1.2729094951078406,0.7847523788977047,0.27782129587444554,0,0.8658563819298516,1.3330964929576294,1.1565535886845197,train,0.2778214812664165,1.853919709415841e-07
498,D00_S0,D00,24.0,D00_S0_C006_T024,D00_S0_C027_T024,D00_S0_C006,D00_S0_C027,macrophage,fibroblast,other,161.97427644175508,1.4744735825947248,0.8352436411074731,0.2741914628669131,0,1.0650836899424838,1.7807436884824286,1.3270998448523548,train,0.27419128526932834,1.775975847495559e-07
511,D00_S0,D00,24.0,D00_S0_C018_T024,D00_S0_C030_T024,D00_S0_C018,D00_S0_C030,tumor,t_cell,other,147.86060814619444,1.2227807797428256,0.873487396755212,0.272856564730467,0,1.2073516428477917,1.9178901618452773,1.2773078459228346,train,0.27285659538297274,3.0652505755845993e-08
467,D00_S0,D00,24.0,D00_S0_C006_T024,D00_S0_C021_T024,D00_S0_C006,D00_S0_C021,macrophage,macrophage,other,166.16638928267344,1.4744735825947248,0.9181724079807041,0.2715602117959065,0,1.0650836899424838,1.7807436884824286,1.3270998448523548,train,0.2715602427919644,3.0996057887033857e-08
495,D00_S0,D00,24.0,D00_S0_C030_T024,D00_S0_C027_T024,D00_S0_C030,D00_S0_C027,t_cell,fibroblast,other,121.53911510018732,0.7942770186522059,0.8352436411074731,0.26350060129967356,0,1.1644674772592005,1.5610666155422626,0.9726944535212513,train,0.26350074344295626,1.4214328269979148e-07
442,D00_S0,D00,24.0,D00_S0_C019_T024,D00_S0_C016_T024,D00_S0_C019,D00_S0_C016,tumor,fibroblast,other,131.6100300438756,1.0481884583272807,0.6639831180791207,0.26007544329569826,0,1.0168408408590028,1.5624403197629175,1.2366653255217208,train,0.2600750751975897,3.6809810854965264e-07
463,D00_S0,D00,24.0,D00_S0_C031_T024,D00_S0_C020_T024,D00_S0_C031,D00_S0_C020,tumor,t_cell,other,153.35808678472506,1.3291926304928312,0.713038620014581,0.2540561408365942,0,1.3312473790364145,2.120525239705778,1.3809538264030377,train,0.25405578581442495,3.550221692738553e-07
459,D00_S0,D00,24.0,D00_S0_C001_T024,D00_S0_C019_T024,D00_S0_C001,D00_S0_C019,macrophage,tumor,macrophage_to_tumor,250.54187992884735,1.4932658784496804,0.7191754945359832,0.24915641965851737,0,1.0678430638899021,1.8509459987968977,1.5120839605064809,train,0.24915639080781407,2.8850703298610725e-08
443,D00_S0,D00,24.0,D00_S0_C003_T024,D00_S0_C016_T024,D00_S0_C003,D00_S0_C016,macrophage,fibroblast,other,168.8110781372642,1.579091067413111,0.6639831180791207,0.24886826659594813,0,1.2154726228012318,1.928513548610226,1.5372861176689459,train,0.24886770903825634,5.575576917937752e-07
497,D00_S0,D00,24.0,D00_S0_C010_T024,D00_S0_C027_T024,D00_S0_C010,D00_S0_C027,tumor,fibroblast,other,143.24417172849496,1.0575271663151116,0.8352436411074731,0.24679003379185385,0,1.0628887556368025,1.5169089051142015,1.1654835549688143,train,0.2467900926365381,5.884468423644762e-08
420,D00_S0,D00,24.0,D00_S0_C020_T024,D00_S0_C012_T024,D00_S0_C020,D00_S0_C012,t_cell,tumor,t_cell_to_tumor,56.62100615394419,0.7401069537386877,0.9506120179616344,0.21838613191052664,0,1.0190563614606318,1.6061263643256134,0.8553056440938148,train,0.2183863345998733,2.026893466677837e-07
394,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C006_T024,D00_S0_C027,D00_S0_C006,fibroblast,macrophage,other,161.97427644175508,1.2083908773445975,0.7858824702793855,0.21140525703416824,0,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.21140521748971267,3.954445557119435e-08
530,D00_S0,D00,24.0,D00_S0_C004_T024,D00_S0_C034_T024,D00_S0_C004,D00_S0_C034,tumor,t_cell,other,177.7879963340337,1.3527310154615173,0.9032491324102112,0.20634383985450352,0,1.4147660804345048,2.06434511706396,1.4393668579339902,train,0.20634399518395405,1.5532945052409985e-07
536,D00_S0,D00,24.0,D00_S0_C009_T024,D00_S0_C035_T024,D00_S0_C009,D00_S0_C035,vascular,tumor,vascular_to_tumor,76.43850798086132,0.6719760099800184,0.7074271302375981,0.20545372791582656,0,0.8103340521667193,1.4293027460199788,0.8751681941243562,train,0.20545351445658314,2.134592434199778e-07
428,D00_S0,D00,24.0,D00_S0_C014_T024,D00_S0_C013_T024,D00_S0_C014,D00_S0_C013,fibroblast,t_cell,fibroblast_to_t_cell,219.42385660247618,1.1769085642435335,0.7847523788977047,0.2039770895826954,0,1.0324193373306925,1.489279449778888,1.2442019441075618,train,0.20397713079803467,4.1215339280364915e-08
452,D00_S0,D00,24.0,D00_S0_C021_T024,D00_S0_C018_T024,D00_S0_C021,D00_S0_C018,macrophage,tumor,macrophage_to_tumor,282.6934432324125,1.5985432551385639,0.8986534058221665,0.19369658449546584,0,1.2640436055733193,1.9188945305222807,1.4201972435601065,train,0.19369696812281487,3.836273490265274e-07
429,D00_S0,D00,24.0,D00_S0_C026_T024,D00_S0_C013_T024,D00_S0_C026,D00_S0_C013,fibroblast,t_cell,fibroblast_to_t_cell,225.8972203788365,1.1876611938520076,0.7847523788977047,0.18758559550847242,0,1.0323697368521583,1.532379249074146,1.2666939625689562,train,0.18758566154640383,6.603793140103065e-08
534,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C034_T024,D00_S0_C007,D00_S0_C034,macrophage,t_cell,macrophage_to_t_cell,252.16620278743125,1.3071825219144761,0.9032491324102112,0.18568510262609095,0,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.18568560634982684,5.03723735889583e-07
519,D00_S0,D00,24.0,D00_S0_C015_T024,D00_S0_C031_T024,D00_S0_C015,D00_S0_C031,tumor,tumor,other,183.0421567594156,1.2894365900026725,0.9172570319238849,0.18183505594740926,0,1.3472583280989898,1.9326813694325082,1.3545764987356141,train,0.1818352893828145,2.3343540525577744e-07
376,D00_S0,D00,24.0,D00_S0_C016_T024,D00_S0_C003_T024,D00_S0_C016,D00_S0_C003,fibroblast,macrophage,other,168.8110781372642,1.072123761537041,0.8676126572018342,0.17727094755625478,0,0.8192970138622383,1.4537604211961352,1.353969783287766,train,0.17727116665624865,2.190999938700422e-07
383,D00_S0,D00,24.0,D00_S0_C022_T024,D00_S0_C004_T024,D00_S0_C022,D00_S0_C004,tumor,tumor,other,186.5533187155143,1.248713639372485,1.0201132641388606,0.17699306101135767,0,1.2049544476339598,2.0259365517488117,1.3828748419923378,train,0.1769934970382233,4.360268656411481e-07
521,D00_S0,D00,24.0,D00_S0_C005_T024,D00_S0_C032_T024,D00_S0_C005,D00_S0_C032,tumor,fibroblast,other,179.98368717927102,1.1871076484154546,0.9416845400797783,0.17533639460709258,0,1.1288086725477395,1.916574983075887,1.219274259552842,train,0.17533671061617315,3.1600908056983457e-07
382,D00_S0,D00,24.0,D00_S0_C005_T024,D00_S0_C004_T024,D00_S0_C005,D00_S0_C004,tumor,tumor,other,185.4800391401783,1.1871076484154546,1.0201132641388606,0.1696116655142084,0,1.1288086725477395,1.916574983075887,1.219274259552842,train,0.16961212065526318,4.5514105478927647e-07
387,D00_S0,D00,24.0,D00_S0_C004_T024,D00_S0_C005_T024,D00_S0_C004,D00_S0_C005,tumor,tumor,other,185.4800391401783,1.3527310154615173,0.7649824098105115,0.16948758064805178,0,1.4147660804345048,2.06434511706396,1.4393668579339902,train,0.16948754062367122,4.002438055983326e-08
531,D00_S0,D00,24.0,D00_S0_C005_T024,D00_S0_C034_T024,D00_S0_C005,D00_S0_C034,tumor,t_cell,other,185.9228324412437,1.1871076484154546,0.9032491324102112,0.15656648440341941,0,1.1288086725477395,1.916574983075887,1.219274259552842,train,0.15656674540303842,2.609996190006125e-07
451,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C018_T024,D00_S0_C027,D00_S0_C018,fibroblast,tumor,fibroblast_to_tumor,262.33433710253416,1.2083908773445975,0.8986534058221665,0.15598920159385665,0,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.15598958949858804,3.879047313914974e-07
436,D00_S0,D00,24.0,D00_S0_C025_T024,D00_S0_C015_T024,D00_S0_C025,D00_S0_C015,t_cell,tumor,t_cell_to_tumor,81.81603673026366,0.7198977130488895,0.957013957310954,0.14842019361190864,0,0.9353398374983244,1.675979144698574,1.064843726470039,train,0.1484204759263278,2.8231441914772226e-07
532,D00_S0,D00,24.0,D00_S0_C008_T024,D00_S0_C034_T024,D00_S0_C008,D00_S0_C034,tumor,t_cell,other,190.7246108411002,1.1829900563851548,0.9032491324102112,0.14490086619587006,0,1.2076546247268372,1.758181901032312,1.1748466833337876,train,0.14490113429886328,2.681029932227741e-07
514,D00_S0,D00,24.0,D00_S0_C006_T024,D00_S0_C030_T024,D00_S0_C006,D00_S0_C030,macrophage,t_cell,macrophage_to_t_cell,282.41288347263026,1.4744735825947248,0.873487396755212,0.13555950979163575,0,1.0650836899424838,1.7807436884824286,1.3270998448523548,train,0.13555989909038108,3.89298745323563e-07
489,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C025_T024,D00_S0_C024,D00_S0_C025,vascular,t_cell,other,154.83141131480144,0.62632626893013,0.6752873028140852,0.1256231710447951,0,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.1256232717073305,1.006625354182944e-07
444,D00_S0,D00,24.0,D00_S0_C026_T024,D00_S0_C016_T024,D00_S0_C026,D00_S0_C016,fibroblast,fibroblast,other,194.5525806665802,1.1876611938520076,0.6639831180791207,0.11731055078085213,0,1.0323697368521583,1.532379249074146,1.2666939625689562,train,0.11731051723099323,3.3549858904913243e-08
513,D00_S0,D00,24.0,D00_S0_C010_T024,D00_S0_C030_T024,D00_S0_C010,D00_S0_C030,tumor,t_cell,other,195.6628535237827,1.0575271663151116,0.873487396755212,0.11602125874875598,0,1.0628887556368025,1.5169089051142015,1.1654835549688143,train,0.11602152293026168,2.641815056991792e-07
369,D00_S0,D00,24.0,D00_S0_C019_T024,D00_S0_C001_T024,D00_S0_C019,D00_S0_C001,tumor,macrophage,tumor_to_macrophage,250.54187992884735,1.0481884583272807,0.7604458483935391,0.11567882401923396,0,1.0168408408590028,1.5624403197629175,1.2366653255217208,train,0.11567906803267063,2.440134366649138e-07
492,D00_S0,D00,24.0,D00_S0_C016_T024,D00_S0_C026_T024,D00_S0_C016,D00_S0_C026,fibroblast,fibroblast,other,194.5525806665802,1.072123761537041,0.8052163583580602,0.11454926200906732,0,0.8192970138622383,1.4537604211961352,1.353969783287766,train,0.11454943739152396,1.7538245664083796e-07
527,D00_S0,D00,24.0,D00_S0_C001_T024,D00_S0_C033_T024,D00_S0_C001,D00_S0_C033,macrophage,macrophage,other,215.06783502185442,1.4932658784496804,0.6380084810983132,0.11350194991015997,0,1.0678430638899021,1.8509459987968977,1.5120839605064809,train,0.11350182374789185,1.2616226811867914e-07
425,D00_S0,D00,24.0,D00_S0_C035_T024,D00_S0_C013_T024,D00_S0_C035,D00_S0_C013,tumor,t_cell,other,189.21600556937042,0.9912635591119894,0.7847523788977047,0.11330972672579892,0,0.9079083081597575,1.5308192817603938,1.1468960152799672,train,0.11330989563348007,1.6890768114730115e-07
426,D00_S0,D00,24.0,D00_S0_C000_T024,D00_S0_C013_T024,D00_S0_C000,D00_S0_C013,tumor,t_cell,other,202.6120768030022,1.1071893675251505,0.7847523788977047,0.10292071380599012,0,1.1078401004725715,1.634645289249973,1.3174319680391158,train,0.10292086457796581,1.5077197569601797e-07
446,D00_S0,D00,24.0,D00_S0_C010_T024,D00_S0_C017_T024,D00_S0_C010,D00_S0_C017,tumor,vascular,other,199.7033156869067,1.0575271663151116,0.7744143529769705,0.10177165629028133,0,1.0628887556368025,1.5169089051142015,1.1654835549688143,train,0.10177180627914392,1.49988862593875e-07
368,D00_S0,D00,24.0,D00_S0_C033_T024,D00_S0_C001_T024,D00_S0_C033,D00_S0_C001,macrophage,macrophage,other,215.06783502185442,1.301277735752059,0.7604458483935391,0.10115857912699756,0,0.960209178950841,1.2767344208967222,1.3180169948565394,train,0.10115866435781702,8.523081945766009e-08
468,D00_S0,D00,24.0,D00_S0_C030_T024,D00_S0_C021_T024,D00_S0_C030,D00_S0_C021,t_cell,macrophage,other,189.8861944214281,0.7942770186522059,0.9181724079807041,0.10011894879986438,0,1.1644674772592005,1.5610666155422626,0.9726944535212513,train,0.10011931258328118,3.637834167929954e-07
437,D00_S0,D00,24.0,D00_S0_C020_T024,D00_S0_C015_T024,D00_S0_C020,D00_S0_C015,t_cell,tumor,t_cell_to_tumor,108.53316462341037,0.7401069537386877,0.957013957310954,0.09932801322379393,0,1.0190563614606318,1.6061263643256134,0.8553056440938148,train,0.09932828901022389,2.75786429956848e-07
470,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C022_T024,D00_S0_C024,D00_S0_C022,vascular,tumor,vascular_to_tumor,130.74491432386554,0.62632626893013,0.9182734963359805,0.09757818275241319,0,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.09757845565943832,2.7290702513116383e-07
499,D00_S0,D00,24.0,D00_S0_C020_T024,D00_S0_C027_T024,D00_S0_C020,D00_S0_C027,t_cell,fibroblast,other,185.03653388195244,0.7401069537386877,0.8352436411074731,0.09681706206293582,0,1.0190563614606318,1.6061263643256134,0.8553056440938148,train,0.09681734259898539,2.805360495711229e-07
533,D00_S0,D00,24.0,D00_S0_C017_T024,D00_S0_C034_T024,D00_S0_C017,D00_S0_C034,vascular,t_cell,other,198.20827846887437,0.8152349960461411,0.9032491324102112,0.08844331700584364,0,1.0759691952321508,1.5241954327666931,0.7292616521091071,train,0.08844364548095984,3.2847511620415215e-07
529,D00_S0,D00,24.0,D00_S0_C003_T024,D00_S0_C033_T024,D00_S0_C003,D00_S0_C033,macrophage,macrophage,other,237.14284715497334,1.579091067413111,0.6380084810983132,0.08673962900537621,0,1.2154726228012318,1.928513548610226,1.5372861176689459,train,0.08673956072428535,6.828109086476353e-08
445,D00_S0,D00,24.0,D00_S0_C034_T024,D00_S0_C017_T024,D00_S0_C034,D00_S0_C017,t_cell,vascular,other,198.20827846887437,0.8223244053976079,0.7744143529769705,0.08156542735290705,0,1.2526660194233326,1.5144987866284327,0.8336489460833583,train,0.08156562525348633,1.9790057928514848e-07
373,D00_S0,D00,24.0,D00_S0_C022_T024,D00_S0_C002_T024,D00_S0_C022,D00_S0_C002,tumor,macrophage,tumor_to_macrophage,285.69974063189403,1.248713639372485,0.6825642086381185,0.07623398209832645,0,1.2049544476339598,2.0259365517488117,1.3828748419923378,train,0.07623411426403891,1.3216571245755482e-07
378,D00_S0,D00,24.0,D00_S0_C033_T024,D00_S0_C003_T024,D00_S0_C033,D00_S0_C003,macrophage,macrophage,other,237.14284715497334,1.301277735752059,0.8676126572018342,0.07576062805222554,0,0.960209178950841,1.2767344208967222,1.3180169948565394,train,0.07576082963663737,2.0158441182971387e-07
494,D00_S0,D00,24.0,D00_S0_C033_T024,D00_S0_C026_T024,D00_S0_C033,D00_S0_C026,macrophage,fibroblast,other,236.6321667233466,1.301277735752059,0.8052163583580602,0.07316914039728561,0,0.960209178950841,1.2767344208967222,1.3180169948565394,train,0.07316928840671645,1.480094308364821e-07
