section_id,donor_id,time,source,target,source_cell_id,target_cell_id,sender_type,receiver_type,relation,distance,ligand_signal,receptor_signal,true_gate_probability,edge_active,source_stress,source_damage,source_inflammation
D03_S1,D03,0.0,D03_S1_C028_T000,D03_S1_C035_T000,D03_S1_C028,D03_S1_C035,t_cell,fibroblast,other,126.67736894099838,0.17312322336736555,0.6743719791223698,0.12397421231503168,0,0.5124751573550625,0.25003761023034954,0.10002485026220673
D03_S1,D03,0.0,D03_S1_C015_T000,D03_S1_C035_T000,D03_S1_C015,D03_S1_C035,tumor,fibroblast,other,170.4067583439568,0.5935849509674441,0.6743719791223698,0.09458281870034067,0,0.6483452982831008,0.4073182669601948,0.36417568474139705
D03_S1,D03,0.0,D03_S1_C006_T000,D03_S1_C035_T000,D03_S1_C006,D03_S1_C035,tumor,fibroblast,other,177.3475141864718,0.5760446420097678,0.6743719791223698,0.08286628972728365,0,0.6080994377449158,0.4095995800982225,0.358659376128891
D03_S1,D03,0.0,D03_S1_C017_T000,D03_S1_C035_T000,D03_S1_C017,D03_S1_C035,tumor,fibroblast,other,201.50327995892266,0.624133461103831,0.6743719791223698,0.05822088763898158,0,0.6352262375224913,0.5531266168748399,0.39865467221202777
D03_S1,D03,12.0,D03_S1_C005_T012,D03_S1_C000_T012,D03_S1_C005,D03_S1_C000,vascular,t_cell,other,74.60831112853107,0.40537874490871506,0.7740762479766277,0.3371084177734159,0,0.7188165347376152,0.527645217107153,0.38928430671274716
D03_S1,D03,12.0,D03_S1_C031_T012,D03_S1_C000_T012,D03_S1_C031,D03_S1_C000,vascular,t_cell,other,161.30638576538954,0.40122928715669876,0.7740762479766277,0.09608135533053348,0,0.7146655307100673,0.5185191933486737,0.505899080442159
D03_S1,D03,12.0,D03_S1_C022_T012,D03_S1_C000_T012,D03_S1_C022,D03_S1_C000,macrophage,t_cell,macrophage_to_t_cell,165.69679905230845,1.135394206254454,0.7740762479766277,0.44613932871956763,0,0.880547704620438,0.7565909567010275,0.9312804267006172
D03_S1,D03,12.0,D03_S1_C023_T012,D03_S1_C000_T012,D03_S1_C023,D03_S1_C000,fibroblast,t_cell,fibroblast_to_t_cell,195.97146138978476,0.9416342780824967,0.7740762479766277,0.22827984938102985,0,0.9158825224607834,0.7579485719005767,0.8076088734496818
D03_S1,D03,12.0,D03_S1_C012_T012,D03_S1_C000_T012,D03_S1_C012,D03_S1_C000,tumor,t_cell,other,277.8577202276853,0.9659931911099555,0.7740762479766277,0.02436384132637044,0,1.1434284061401139,1.005801633387617,0.6501478735825942
D03_S1,D03,12.0,D03_S1_C030_T012,D03_S1_C001_T012,D03_S1_C030,D03_S1_C001,fibroblast,tumor,fibroblast_to_tumor,31.31812141129378,0.8393002136830021,0.803584037168585,0.878056924925579,1,0.7287160005832188,0.6855120536822144,0.7315970842215436
D03_S1,D03,12.0,D03_S1_C012_T012,D03_S1_C001_T012,D03_S1_C012,D03_S1_C001,tumor,tumor,other,32.96451558359402,0.9659931911099555,0.803584037168585,0.6770437255363565,1,1.1434284061401139,1.005801633387617,0.6501478735825942
D03_S1,D03,12.0,D03_S1_C027_T012,D03_S1_C001_T012,D03_S1_C027,D03_S1_C001,tumor,tumor,other,68.62416738107198,0.8830851012702583,0.803584037168585,0.5007502198064895,1,0.9825675426823002,0.9637188282528931,0.7410661987277501
D03_S1,D03,12.0,D03_S1_C004_T012,D03_S1_C001_T012,D03_S1_C004,D03_S1_C001,tumor,tumor,other,119.19531078545681,0.8728179592797795,0.803584037168585,0.28514397857573426,0,0.999971115650375,0.8913238289484426,0.7192552324590299
D03_S1,D03,12.0,D03_S1_C023_T012,D03_S1_C001_T012,D03_S1_C023,D03_S1_C001,fibroblast,tumor,fibroblast_to_tumor,138.0370416582546,0.9416342780824967,0.803584037168585,0.542621487596934,1,0.9158825224607834,0.7579485719005767,0.8076088734496818
D03_S1,D03,12.0,D03_S1_C007_T012,D03_S1_C002_T012,D03_S1_C007,D03_S1_C002,t_cell,t_cell,other,18.1300556979854,0.38727188507878396,0.841001382153704,0.5914040540549105,1,0.8363881551274878,0.5235888610856579,0.2640791027136973
D03_S1,D03,12.0,D03_S1_C008_T012,D03_S1_C002_T012,D03_S1_C008,D03_S1_C002,vascular,t_cell,other,64.96799695514726,0.44470767112807064,0.841001382153704,0.39956952246094257,0,0.8147273811889258,0.5123213983722159,0.2771780249741471
D03_S1,D03,12.0,D03_S1_C013_T012,D03_S1_C002_T012,D03_S1_C013,D03_S1_C002,fibroblast,t_cell,fibroblast_to_t_cell,115.28069357815374,0.9041237914838678,0.841001382153704,0.5600687088693282,1,0.8590146050420732,0.7102688768597397,0.7425513092670504
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C002_T012,D03_S1_C032,D03_S1_C002,tumor,t_cell,other,176.49712656566015,0.8760346811768691,0.841001382153704,0.12800020110718238,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C017_T012,D03_S1_C002_T012,D03_S1_C017,D03_S1_C002,tumor,t_cell,other,183.5110200131336,0.9013893863862179,0.841001382153704,0.11754884087410396,0,0.9538735654754888,1.0885851276889913,0.7002075893657885
D03_S1,D03,12.0,D03_S1_C010_T012,D03_S1_C003_T012,D03_S1_C010,D03_S1_C003,fibroblast,t_cell,fibroblast_to_t_cell,154.72938544793888,0.8664512206447079,0.5930261354529188,0.3322690184766918,0,0.812342555075092,0.6435882834436663,0.5911586525124024
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C003_T012,D03_S1_C032,D03_S1_C003,tumor,t_cell,other,261.30528343447844,0.8760346811768691,0.5930261354529188,0.0257989069937521,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C026_T012,D03_S1_C003_T012,D03_S1_C026,D03_S1_C003,t_cell,t_cell,other,267.0543176920546,0.3840291994934394,0.5930261354529188,0.013379331625783164,0,0.7442140242897911,0.6765315542521336,0.4002185657949842
D03_S1,D03,12.0,D03_S1_C018_T012,D03_S1_C003_T012,D03_S1_C018,D03_S1_C003,fibroblast,t_cell,fibroblast_to_t_cell,334.69254716111243,0.8044739744005494,0.5930261354529188,0.01783579393847748,0,0.7049557708478417,0.5889755100760823,0.6347832933898243
D03_S1,D03,12.0,D03_S1_C017_T012,D03_S1_C003_T012,D03_S1_C017,D03_S1_C003,tumor,t_cell,other,360.4964320727735,0.9013893863862179,0.5930261354529188,0.004552261955693173,0,0.9538735654754888,1.0885851276889913,0.7002075893657885
D03_S1,D03,12.0,D03_S1_C027_T012,D03_S1_C004_T012,D03_S1_C027,D03_S1_C004,tumor,tumor,other,62.60666508163856,0.8830851012702583,0.7808384773181521,0.5235467577178692,1,0.9825675426823002,0.9637188282528931,0.7410661987277501
D03_S1,D03,12.0,D03_S1_C030_T012,D03_S1_C004_T012,D03_S1_C030,D03_S1_C004,fibroblast,tumor,fibroblast_to_tumor,92.3318068565652,0.8393002136830021,0.7808384773181521,0.7024206607282507,1,0.7287160005832188,0.6855120536822144,0.7315970842215436
D03_S1,D03,12.0,D03_S1_C001_T012,D03_S1_C004_T012,D03_S1_C001,D03_S1_C004,tumor,tumor,other,119.19531078545681,0.9376059489083037,0.7808384773181521,0.2969968385178818,0,1.0764519825877275,1.0128102269753054,0.7046910960592199
D03_S1,D03,12.0,D03_S1_C013_T012,D03_S1_C004_T012,D03_S1_C013,D03_S1_C004,fibroblast,tumor,fibroblast_to_tumor,126.27560297711351,0.9041237914838678,0.7808384773181521,0.5799115638955818,1,0.8590146050420732,0.7102688768597397,0.7425513092670504
D03_S1,D03,12.0,D03_S1_C012_T012,D03_S1_C004_T012,D03_S1_C012,D03_S1_C004,tumor,tumor,other,130.58390001372345,0.9659931911099555,0.7808384773181521,0.2623114511313498,0,1.1434284061401139,1.005801633387617,0.6501478735825942
D03_S1,D03,12.0,D03_S1_C000_T012,D03_S1_C005_T012,D03_S1_C000,D03_S1_C005,t_cell,vascular,other,74.60831112853107,0.4069359353394619,0.7078119258317769,0.3264876235794235,0,0.8090616818551994,0.6514327140184883,0.3734540390786722
D03_S1,D03,12.0,D03_S1_C031_T012,D03_S1_C005_T012,D03_S1_C031,D03_S1_C005,vascular,vascular,other,95.35570745245771,0.40122928715669876,0.7078119258317769,0.24896683641072376,0,0.7146655307100673,0.5185191933486737,0.505899080442159
D03_S1,D03,12.0,D03_S1_C022_T012,D03_S1_C005_T012,D03_S1_C022,D03_S1_C005,macrophage,vascular,other,103.7569000348226,1.135394206254454,0.7078119258317769,0.39865752023636997,0,0.880547704620438,0.7565909567010275,0.9312804267006172
D03_S1,D03,12.0,D03_S1_C023_T012,D03_S1_C005_T012,D03_S1_C023,D03_S1_C005,fibroblast,vascular,other,193.67871662707194,0.9416342780824967,0.7078119258317769,0.09513588587095875,0,0.9158825224607834,0.7579485719005767,0.8076088734496818
D03_S1,D03,12.0,D03_S1_C012_T012,D03_S1_C005_T012,D03_S1_C012,D03_S1_C005,tumor,vascular,other,300.3928218786783,0.9659931911099555,0.7078119258317769,0.015591429083635531,0,1.1434284061401139,1.005801633387617,0.6501478735825942
D03_S1,D03,12.0,D03_S1_C015_T012,D03_S1_C006_T012,D03_S1_C015,D03_S1_C006,tumor,tumor,other,111.63258296507593,0.819621588731254,0.7240958064105139,0.28828051992510173,0,0.8372602329314108,0.9714179356484763,0.7376814322107976
D03_S1,D03,12.0,D03_S1_C017_T012,D03_S1_C006_T012,D03_S1_C017,D03_S1_C006,tumor,tumor,other,139.6894623061328,0.9013893863862179,0.7240958064105139,0.21169463935807298,0,0.9538735654754888,1.0885851276889913,0.7002075893657885
D03_S1,D03,12.0,D03_S1_C025_T012,D03_S1_C006_T012,D03_S1_C025,D03_S1_C006,macrophage,tumor,macrophage_to_tumor,162.76151213719058,1.0333742752178567,0.7240958064105139,0.48793860357251695,0,0.741457780793551,0.598873095443035,0.8063032170553913
D03_S1,D03,12.0,D03_S1_C035_T012,D03_S1_C006_T012,D03_S1_C035,D03_S1_C006,fibroblast,tumor,fibroblast_to_tumor,171.78760489915072,0.9013867927138051,0.7240958064105139,0.3676038341627841,0,0.8479381753102997,0.719258455296681,0.6842845524806229
D03_S1,D03,12.0,D03_S1_C029_T012,D03_S1_C006_T012,D03_S1_C029,D03_S1_C006,tumor,tumor,other,177.86456912667902,0.8276498794784657,0.7240958064105139,0.11039693205475178,0,0.9027971765715097,0.8855646000851451,0.7820551791854631
D03_S1,D03,12.0,D03_S1_C002_T012,D03_S1_C007_T012,D03_S1_C002,D03_S1_C007,t_cell,t_cell,other,18.1300556979854,0.3965982739181342,0.722671093071233,0.5724245891429842,1,0.8142725933206413,0.6007024276953824,0.390885892570167
D03_S1,D03,12.0,D03_S1_C008_T012,D03_S1_C007_T012,D03_S1_C008,D03_S1_C007,vascular,t_cell,other,61.875790711842704,0.44470767112807064,0.722671093071233,0.39165826747394905,0,0.8147273811889258,0.5123213983722159,0.2771780249741471
D03_S1,D03,12.0,D03_S1_C013_T012,D03_S1_C007_T012,D03_S1_C013,D03_S1_C007,fibroblast,t_cell,fibroblast_to_t_cell,132.78721287081282,0.9041237914838678,0.722671093071233,0.45948299823741395,0,0.8590146050420732,0.7102688768597397,0.7425513092670504
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C007_T012,D03_S1_C032,D03_S1_C007,tumor,t_cell,other,158.36770697192352,0.8760346811768691,0.722671093071233,0.15693987308966095,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C017_T012,D03_S1_C007_T012,D03_S1_C017,D03_S1_C007,tumor,t_cell,other,174.79645073727997,0.9013893863862179,0.722671093071233,0.12480054357092585,0,0.9538735654754888,1.0885851276889913,0.7002075893657885
D03_S1,D03,12.0,D03_S1_C007_T012,D03_S1_C008_T012,D03_S1_C007,D03_S1_C008,t_cell,vascular,other,61.875790711842704,0.38727188507878396,0.730067808688612,0.3773407699899103,0,0.8363881551274878,0.5235888610856579,0.2640791027136973
D03_S1,D03,12.0,D03_S1_C002_T012,D03_S1_C008_T012,D03_S1_C002,D03_S1_C008,t_cell,vascular,other,64.96799695514726,0.3965982739181342,0.730067808688612,0.3668428558508513,0,0.8142725933206413,0.6007024276953824,0.390885892570167
D03_S1,D03,12.0,D03_S1_C013_T012,D03_S1_C008_T012,D03_S1_C013,D03_S1_C008,fibroblast,vascular,other,160.907196803,0.9041237914838678,0.730067808688612,0.1559026147083482,0,0.8590146050420732,0.7102688768597397,0.7425513092670504
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C008_T012,D03_S1_C032,D03_S1_C008,tumor,vascular,other,167.87137433018316,0.8760346811768691,0.730067808688612,0.1362615269791726,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C017_T012,D03_S1_C008_T012,D03_S1_C017,D03_S1_C008,tumor,vascular,other,231.34637035383508,0.9013893863862179,0.730067808688612,0.049261977371287215,0,0.9538735654754888,1.0885851276889913,0.7002075893657885
D03_S1,D03,12.0,D03_S1_C020_T012,D03_S1_C009_T012,D03_S1_C020,D03_S1_C009,tumor,fibroblast,other,85.64207227666331,0.8254640980506072,0.8036593407298146,0.4086548166944139,0,0.8830219616198907,0.9124168612866256,0.7458778026567568
D03_S1,D03,12.0,D03_S1_C011_T012,D03_S1_C009_T012,D03_S1_C011,D03_S1_C009,tumor,fibroblast,other,118.79518346469841,0.8619295830399989,0.8036593407298146,0.2840724270405023,0,0.9509199070735846,0.9360624994275432,0.7158209818994745
D03_S1,D03,12.0,D03_S1_C014_T012,D03_S1_C009_T012,D03_S1_C014,D03_S1_C009,fibroblast,fibroblast,other,120.51859215783587,0.9508114632694111,0.8036593407298146,0.2987710305185036,0,0.9034595539372782,0.8170186559905438,0.7737987228486145
D03_S1,D03,12.0,D03_S1_C033_T012,D03_S1_C009_T012,D03_S1_C033,D03_S1_C009,t_cell,fibroblast,other,124.46701603079771,0.4140083729170211,0.8036593407298146,0.17630975051645784,0,0.8064327838654005,0.6844544807103634,0.43474865155520503
D03_S1,D03,12.0,D03_S1_C016_T012,D03_S1_C009_T012,D03_S1_C016,D03_S1_C009,fibroblast,fibroblast,other,150.6880107240585,0.9341590108965281,0.8036593407298146,0.19539051908451477,0,0.8219037164727301,0.8972093539351979,0.6792442862592629
D03_S1,D03,12.0,D03_S1_C026_T012,D03_S1_C010_T012,D03_S1_C026,D03_S1_C010,t_cell,fibroblast,other,122.76320838374667,0.3840291994934394,0.7173797191461799,0.166578981002048,0,0.7442140242897911,0.6765315542521336,0.4002185657949842
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C010_T012,D03_S1_C032,D03_S1_C010,tumor,fibroblast,other,143.770958018817,0.8760346811768691,0.7173797191461799,0.1942852124442336,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C003_T012,D03_S1_C010_T012,D03_S1_C003,D03_S1_C010,t_cell,fibroblast,other,154.72938544793888,0.3246174267993113,0.7173797191461799,0.09502355496712808,0,0.6523507225493039,0.6042384066084983,0.3875101665068338
D03_S1,D03,12.0,D03_S1_C018_T012,D03_S1_C010_T012,D03_S1_C018,D03_S1_C010,fibroblast,fibroblast,other,227.2426772724688,0.8044739744005494,0.7173797191461799,0.04710218283492863,0,0.7049557708478417,0.5889755100760823,0.6347832933898243
D03_S1,D03,12.0,D03_S1_C008_T012,D03_S1_C010_T012,D03_S1_C008,D03_S1_C010,vascular,fibroblast,other,290.2570720773896,0.44470767112807064,0.7173797191461799,0.010403256108575986,0,0.8147273811889258,0.5123213983722159,0.2771780249741471
D03_S1,D03,12.0,D03_S1_C016_T012,D03_S1_C011_T012,D03_S1_C016,D03_S1_C011,fibroblast,tumor,fibroblast_to_tumor,47.59833422342519,0.9341590108965281,0.7271952131782563,0.8497841678790111,1,0.8219037164727301,0.8972093539351979,0.6792442862592629
D03_S1,D03,12.0,D03_S1_C009_T012,D03_S1_C011_T012,D03_S1_C009,D03_S1_C011,fibroblast,tumor,fibroblast_to_tumor,118.79518346469841,0.9460460673221875,0.7271952131782563,0.6142081933727194,1,0.911382019270948,0.7836966346010437,0.7625915293079153
D03_S1,D03,12.0,D03_S1_C014_T012,D03_S1_C011_T012,D03_S1_C014,D03_S1_C011,fibroblast,tumor,fibroblast_to_tumor,136.982772498453,0.9508114632694111,0.7271952131782563,0.5357239471625957,1,0.9034595539372782,0.8170186559905438,0.7737987228486145
D03_S1,D03,12.0,D03_S1_C020_T012,D03_S1_C011_T012,D03_S1_C020,D03_S1_C011,tumor,tumor,other,204.36206187769255,0.8254640980506072,0.7271952131782563,0.0715023860082459,0,0.8830219616198907,0.9124168612866256,0.7458778026567568
D03_S1,D03,12.0,D03_S1_C033_T012,D03_S1_C011_T012,D03_S1_C033,D03_S1_C011,t_cell,tumor,t_cell_to_tumor,242.0313602056307,0.4140083729170211,0.7271952131782563,0.005737039293316587,0,0.8064327838654005,0.6844544807103634,0.43474865155520503
D03_S1,D03,12.0,D03_S1_C001_T012,D03_S1_C012_T012,D03_S1_C001,D03_S1_C012,tumor,tumor,other,32.96451558359402,0.9376059489083037,0.8466850585151794,0.6769738474743222,1,1.0764519825877275,1.0128102269753054,0.7046910960592199
D03_S1,D03,12.0,D03_S1_C030_T012,D03_S1_C012_T012,D03_S1_C030,D03_S1_C012,fibroblast,tumor,fibroblast_to_tumor,39.647439255844084,0.8393002136830021,0.8466850585151794,0.8648949152404551,1,0.7287160005832188,0.6855120536822144,0.7315970842215436
D03_S1,D03,12.0,D03_S1_C027_T012,D03_S1_C012_T012,D03_S1_C027,D03_S1_C012,tumor,tumor,other,70.4424632273897,0.8830851012702583,0.8466850585151794,0.5006493301985055,1,0.9825675426823002,0.9637188282528931,0.7410661987277501
D03_S1,D03,12.0,D03_S1_C023_T012,D03_S1_C012_T012,D03_S1_C023,D03_S1_C012,fibroblast,tumor,fibroblast_to_tumor,124.34892843683262,0.9416342780824967,0.8466850585151794,0.6105470988356562,1,0.9158825224607834,0.7579485719005767,0.8076088734496818
D03_S1,D03,12.0,D03_S1_C004_T012,D03_S1_C012_T012,D03_S1_C004,D03_S1_C012,tumor,tumor,other,130.58390001372345,0.8728179592797795,0.8466850585151794,0.2512878028236044,0,0.999971115650375,0.8913238289484426,0.7192552324590299
D03_S1,D03,12.0,D03_S1_C002_T012,D03_S1_C013_T012,D03_S1_C002,D03_S1_C013,t_cell,fibroblast,other,115.28069357815374,0.3965982739181342,0.7701953893649157,0.1944550572964434,0,0.8142725933206413,0.6007024276953824,0.390885892570167
D03_S1,D03,12.0,D03_S1_C004_T012,D03_S1_C013_T012,D03_S1_C004,D03_S1_C013,tumor,fibroblast,other,126.27560297711351,0.8728179592797795,0.7701953893649157,0.25510393306842494,0,0.999971115650375,0.8913238289484426,0.7192552324590299
D03_S1,D03,12.0,D03_S1_C007_T012,D03_S1_C013_T012,D03_S1_C007,D03_S1_C013,t_cell,fibroblast,other,132.78721287081282,0.38727188507878396,0.7701953893649157,0.14840568460727108,0,0.8363881551274878,0.5235888610856579,0.2640791027136973
D03_S1,D03,12.0,D03_S1_C008_T012,D03_S1_C013_T012,D03_S1_C008,D03_S1_C013,vascular,fibroblast,other,160.907196803,0.44470767112807064,0.7701953893649157,0.10089956064764259,0,0.8147273811889258,0.5123213983722159,0.2771780249741471
D03_S1,D03,12.0,D03_S1_C027_T012,D03_S1_C013_T012,D03_S1_C027,D03_S1_C013,tumor,fibroblast,other,161.43837379423687,0.8830851012702583,0.7701953893649157,0.15542157685932892,0,0.9825675426823002,0.9637188282528931,0.7410661987277501
D03_S1,D03,12.0,D03_S1_C009_T012,D03_S1_C014_T012,D03_S1_C009,D03_S1_C014,fibroblast,fibroblast,other,120.51859215783587,0.9460460673221875,0.8668671227238569,0.30762816682834054,0,0.911382019270948,0.7836966346010437,0.7625915293079153
D03_S1,D03,12.0,D03_S1_C011_T012,D03_S1_C014_T012,D03_S1_C011,D03_S1_C014,tumor,fibroblast,other,136.982772498453,0.8619295830399989,0.8668671227238569,0.23070750789035444,0,0.9509199070735846,0.9360624994275432,0.7158209818994745
D03_S1,D03,12.0,D03_S1_C020_T012,D03_S1_C014_T012,D03_S1_C020,D03_S1_C014,tumor,fibroblast,other,173.29375616366607,0.8254640980506072,0.8668671227238569,0.13012504981432063,0,0.8830219616198907,0.9124168612866256,0.7458778026567568
D03_S1,D03,12.0,D03_S1_C006_T012,D03_S1_C014_T012,D03_S1_C006,D03_S1_C014,tumor,fibroblast,other,180.26557486387117,0.7952800448799529,0.8668671227238569,0.11304001936990815,0,0.8092745522903096,0.924425985397254,0.7795560693433707
D03_S1,D03,12.0,D03_S1_C016_T012,D03_S1_C014_T012,D03_S1_C016,D03_S1_C014,fibroblast,fibroblast,other,184.58064452120965,0.9341590108965281,0.8668671227238569,0.12153023649977444,0,0.8219037164727301,0.8972093539351979,0.6792442862592629
D03_S1,D03,12.0,D03_S1_C025_T012,D03_S1_C015_T012,D03_S1_C025,D03_S1_C015,macrophage,tumor,macrophage_to_tumor,57.41190809455272,1.0333742752178567,0.7178655562230168,0.8633462222784598,1,0.741457780793551,0.598873095443035,0.8063032170553913
D03_S1,D03,12.0,D03_S1_C029_T012,D03_S1_C015_T012,D03_S1_C029,D03_S1_C015,tumor,tumor,other,106.70092729490308,0.8276498794784657,0.7178655562230168,0.3078009687927163,0,0.9027971765715097,0.8855646000851451,0.7820551791854631
D03_S1,D03,12.0,D03_S1_C006_T012,D03_S1_C015_T012,D03_S1_C006,D03_S1_C015,tumor,tumor,other,111.63258296507593,0.7952800448799529,0.7178655562230168,0.28162500879721697,0,0.8092745522903096,0.924425985397254,0.7795560693433707
D03_S1,D03,12.0,D03_S1_C035_T012,D03_S1_C015_T012,D03_S1_C035,D03_S1_C015,fibroblast,tumor,fibroblast_to_tumor,168.966080656996,0.9013867927138051,0.7178655562230168,0.37838811916878634,0,0.8479381753102997,0.719258455296681,0.6842845524806229
D03_S1,D03,12.0,D03_S1_C028_T012,D03_S1_C015_T012,D03_S1_C028,D03_S1_C015,t_cell,tumor,t_cell_to_tumor,201.8041263567838,0.45915399864813294,0.7178655562230168,0.012296741373635307,0,0.8958555648453788,0.7040759778708499,0.47204832852737094
D03_S1,D03,12.0,D03_S1_C011_T012,D03_S1_C016_T012,D03_S1_C011,D03_S1_C016,tumor,fibroblast,other,47.59833422342519,0.8619295830399989,0.7450153331579911,0.5776687147631628,1,0.9509199070735846,0.9360624994275432,0.7158209818994745
D03_S1,D03,12.0,D03_S1_C009_T012,D03_S1_C016_T012,D03_S1_C009,D03_S1_C016,fibroblast,fibroblast,other,150.6880107240585,0.9460460673221875,0.7450153331579911,0.19066889573487852,0,0.911382019270948,0.7836966346010437,0.7625915293079153
D03_S1,D03,12.0,D03_S1_C014_T012,D03_S1_C016_T012,D03_S1_C014,D03_S1_C016,fibroblast,fibroblast,other,184.58064452120965,0.9508114632694111,0.7450153331579911,0.11402642364338045,0,0.9034595539372782,0.8170186559905438,0.7737987228486145
D03_S1,D03,12.0,D03_S1_C020_T012,D03_S1_C016_T012,D03_S1_C020,D03_S1_C016,tumor,fibroblast,other,233.54441812012595,0.8254640980506072,0.7450153331579911,0.044118518650065656,0,0.8830219616198907,0.9124168612866256,0.7458778026567568
D03_S1,D03,12.0,D03_S1_C025_T012,D03_S1_C016_T012,D03_S1_C025,D03_S1_C016,macrophage,fibroblast,other,257.1619896623873,1.0333742752178567,0.7450153331579911,0.036906105979987884,0,0.741457780793551,0.598873095443035,0.8063032170553913
D03_S1,D03,12.0,D03_S1_C006_T012,D03_S1_C017_T012,D03_S1_C006,D03_S1_C017,tumor,tumor,other,139.6894623061328,0.7952800448799529,0.832024057851608,0.2049204648238809,0,0.8092745522903096,0.924425985397254,0.7795560693433707
D03_S1,D03,12.0,D03_S1_C007_T012,D03_S1_C017_T012,D03_S1_C007,D03_S1_C017,t_cell,tumor,t_cell_to_tumor,174.79645073727997,0.38727188507878396,0.832024057851608,0.019899599655352235,0,0.8363881551274878,0.5235888610856579,0.2640791027136973
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C017_T012,D03_S1_C032,D03_S1_C017,tumor,tumor,other,177.96203017575263,0.8760346811768691,0.832024057851608,0.12435083636926232,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C002_T012,D03_S1_C017_T012,D03_S1_C002,D03_S1_C017,t_cell,tumor,t_cell_to_tumor,183.5110200131336,0.3965982739181342,0.832024057851608,0.01724068403921429,0,0.8142725933206413,0.6007024276953824,0.390885892570167
D03_S1,D03,12.0,D03_S1_C035_T012,D03_S1_C017_T012,D03_S1_C035,D03_S1_C017,fibroblast,tumor,fibroblast_to_tumor,198.42103773357059,0.9013867927138051,0.832024057851608,0.28070529188709525,0,0.8479381753102997,0.719258455296681,0.6842845524806229
D03_S1,D03,12.0,D03_S1_C026_T012,D03_S1_C018_T012,D03_S1_C026,D03_S1_C018,t_cell,fibroblast,other,130.44690652569903,0.3840291994934394,0.6873549259955198,0.14543111898610567,0,0.7442140242897911,0.6765315542521336,0.4002185657949842
D03_S1,D03,12.0,D03_S1_C024_T012,D03_S1_C018_T012,D03_S1_C024,D03_S1_C018,fibroblast,fibroblast,other,169.07179712831976,0.8258522253499583,0.6873549259955198,0.12367866055560273,0,0.7394167008306318,0.612458839904696,0.7371682729656921
D03_S1,D03,12.0,D03_S1_C010_T012,D03_S1_C018_T012,D03_S1_C010,D03_S1_C018,fibroblast,fibroblast,other,227.2426772724688,0.8664512206447079,0.6873549259955198,0.04933945010323079,0,0.812342555075092,0.6435882834436663,0.5911586525124024
D03_S1,D03,12.0,D03_S1_C032_T012,D03_S1_C018_T012,D03_S1_C032,D03_S1_C018,tumor,fibroblast,other,318.7754637235373,0.8760346811768691,0.6873549259955198,0.010001164118582453,0,0.956126276595911,0.9831114268348369,0.6897218612689898
D03_S1,D03,12.0,D03_S1_C003_T012,D03_S1_C018_T012,D03_S1_C003,D03_S1_C018,t_cell,fibroblast,other,334.69254716111243,0.3246174267993113,0.6873549259955198,0.00400723062015008,0,0.6523507225493039,0.6042384066084983,0.3875101665068338
D03_S1,D03,12.0,D03_S1_C034_T012,D03_S1_C019_T012,D03_S1_C034,D03_S1_C019,macrophage,vascular,other,72.82427514879431,1.0032915107518214,0.7601728218553218,0.5082687213497685,1,0.6751430877697007,0.5979084850218243,0.9223702709871285
D03_S1,D03,12.0,D03_S1_C033_T012,D03_S1_C019_T012,D03_S1_C033,D03_S1_C019,t_cell,vascular,other,134.0041425346354,0.4140083729170211,0.7601728218553218,0.14857325616586858,0,0.8064327838654005,0.6844544807103634,0.43474865155520503
D03_S1,D03,12.0,D03_S1_C020_T012,D03_S1_C019_T012,D03_S1_C020,D03_S1_C019,tumor,vascular,other,157.66278905164188,0.8254640980506072,0.7601728218553218,0.15465906917493313,0,0.8830219616198907,0.9124168612866256,0.7458778026567568
D03_S1,D03,12.0,D03_S1_C004_T012,D03_S1_C019_T012,D03_S1_C004,D03_S1_C019,tumor,vascular,other,214.37009242618979,0.8728179592797795,0.7601728218553218,0.06508318149448755,0,0.999971115650375,0.8913238289484426,0.7192552324590299
D03_S1,D03,12.0,D03_S1_C009_T012,D03_S1_C019_T012,D03_S1_C009,D03_S1_C019,fibroblast,vascular,other,242.49149604461618,0.9460460673221875,0.7601728218553218,0.04365652672665068,0,0.911382019270948,0.7836966346010437,0.7625915293079153
D03_S1,D03,12.0,D03_S1_C033_T012,D03_S1_C020_T012,D03_S1_C033,D03_S1_C020,t_cell,tumor,t_cell_to_tumor,46.94469420741132,0.4140083729170211,0.7020934973388204,0.15945017452140978,0,0.8064327838654005,0.6844544807103634,0.43474865155520503
